OBJECTID,HASTUS,DESCRIPTION,STREETNAME,NEAREST_CROSS_STREET,EASTING,NORTHING,LATITUDE,LONGITUDE,SUBURB,BUS_STOP_TYPE,TACTILE_GROUND_SURF_INDICAT_Y_N,BOARDING_POINT,ROAD_GRADIENT,CROSS_FALL,DATE_OF_LAST_AUDIT,geo_shape,geo_point_2d
5691,11254.0,Parkwood Drive South,PARKWOOD DR,,499028.8,6943018.0,-27.63691,152.990155,HEATHWOOD,5 - District,N,Hard,Easy,Easy,,"{""coordinates"": [152.99016112225715, -27.6368962740518], ""type"": ""Point""}","-27.6368962740518, 152.99016112225715"
5692,11255.0,Parkwood Drive South,PARKWOOD DR,,499031.3,6943030.5,-27.636796,152.990181,HEATHWOOD,5 - District,N,Hard,Easy,Easy,,"{""coordinates"": [152.9901864744304, -27.636783428694677], ""type"": ""Point""}","-27.636783428694677, 152.9901864744304"
5693,11256.0,Stapylton Road,PARKWOOD DR,Juniper St,498762.4,6943005.9,-27.637018,152.987454,HEATHWOOD,4 - Regular,Y,Easy,Easy,Easy,2019-03-22T11:00:00+10:00,"{""coordinates"": [152.98746065715247, -27.637005291846748], ""type"": ""Point""}","-27.637005291846748, 152.98746065715247"
5694,11257.0,Stapylton Road,PARKWOOD DR,,498781.2,6943029.7,-27.636803,152.987645,HEATHWOOD,5 - District,N,Hard,Easy,Easy,,"{""coordinates"": [152.98765125398245, -27.636790447991363], ""type"": ""Point""}","-27.636790447991363, 152.98765125398245"
5695,11258.0,Ashgrove Marketplace,ASHGROVE AVE,,499383.7,6964338.0,-27.444435,152.993763,ASHGROVE,3 - Regular with seat,N,Hard,Easy,Easy,,"{""coordinates"": [152.99376958586166, -27.444421705538495], ""type"": ""Point""}","-27.444421705538495, 152.99376958586166"
5696,11259.0,Parkwood - Watergum roundabout,PARKWOOD DR,,498919.6,6943048.9,-27.636631,152.989048,HEATHWOOD,4 - Regular,Y,Easy,Easy,Easy,2019-03-22T11:00:00+10:00,"{""coordinates"": [152.98905420776578, -27.63661723277574], ""type"": ""Point""}","-27.63661723277574, 152.98905420776578"
5697,11260.0,Acacia Ridge Watson Rd OB,WATSON RD,,502006.1,6948816.3,-27.584561,153.020325,ACACIA RIDGE,3 - Regular with seat,Y,Easy,Easy,Easy,2023-05-19T12:00:00+10:00,"{""coordinates"": [153.02033186180077, -27.58454920778763], ""type"": ""Point""}","-27.58454920778763, 153.02033186180077"
5698,11261.0,Acacia Ridge Watson Rd IB,WATSON RD,,501993.0,6948814.8,-27.584576,153.020193,ACACIA RIDGE,2 - Intermediate,Y,Easy,Medium,Easy,2022-05-04T12:00:00+10:00,"{""coordinates"": [153.02019913486288, -27.584562768898493], ""type"": ""Point""}","-27.584562768898493, 153.02019913486288"
5699,11262.0,Acacia Ridge Shops,MITCHELL ST,Elizabeth St,502629.0,6948228.7,-27.589865,153.026638,ACACIA RIDGE,2 - Intermediate,Y,Easy,Medium,Medium,2017-07-11T12:00:00+10:00,"{""coordinates"": [153.02664437589803, -27.589852897821782], ""type"": ""Point""}","-27.589852897821782, 153.02664437589803"
5700,11264.0,Linacre St,INALA AV,King Av,499111.4,6947768.4,-27.594023,152.990995,DURACK,2 - Intermediate,Y,Easy,Easy,Easy,2019-07-03T12:00:00+10:00,"{""coordinates"": [152.99100193796568, -27.594010668207847], ""type"": ""Point""}","-27.594010668207847, 152.99100193796568"
5701,11265.0,Linacre Inala Ave Durack,INALA AV,King Av,499162.1,6947768.8,-27.59402,152.99151,DURACK,2 - Intermediate,Y,Easy,Easy,Easy,2016-04-28T12:00:00+10:00,"{""coordinates"": [152.99151567560358, -27.594007089495626], ""type"": ""Point""}","-27.594007089495626, 152.99151567560358"
5702,11267.0,Wau,WAU RD,Markham St,494198.7,6949822.4,-27.575468,152.941226,DARRA,4 - Regular,Y,Easy,Easy,Easy,2019-03-21T11:00:00+10:00,"{""coordinates"": [152.94123200558343, -27.57545533595353], ""type"": ""Point""}","-27.57545533595353, 152.94123200558343"
5703,11269.0,Kedron Brook Station Platform 2,PERRY ST,,503489.1,6967596.3,-27.415015,153.035297,LUTWYCHE,Busway Station,N,Hard,Hard,Hard,,"{""coordinates"": [153.03530353550917, -27.415001313539506], ""type"": ""Point""}","-27.415001313539506, 153.03530353550917"
5704,11270.0,Kedron Brook Station Platform 1,PERRY ST,,503526.1,6967560.5,-27.415338,153.035672,LUTWYCHE,Busway Station,N,Hard,Hard,Hard,,"{""coordinates"": [153.03567794985344, -27.415324422828128], ""type"": ""Point""}","-27.415324422828128, 153.03567794985344"
5705,11271.0,Lutwyche Station Platform 2,LUTWYCHE RD,,503385.5,6967054.1,-27.41991,153.034251,LUTWYCHE,Busway Station,N,Hard,Hard,Hard,,"{""coordinates"": [153.03425697517955, -27.419896586737284], ""type"": ""Point""}","-27.419896586737284, 153.03425697517955"
5706,11272.0,Lutwyche Station Platform 1,LUTWYCHE RD,,503408.3,6967007.6,-27.42033,153.034482,LUTWYCHE,Busway Station,N,Hard,Hard,Hard,,"{""coordinates"": [153.03448777191733, -27.420316334345323], ""type"": ""Point""}","-27.420316334345323, 153.03448777191733"
5707,11273.0,Markham St,MARKHAM ST,Sanananda St,494237.3,6950033.2,-27.573565,152.941618,DARRA,2 - Intermediate,Y,Easy,Medium,Medium,2017-06-06T12:00:00+10:00,"{""coordinates"": [152.94162407656745, -27.57355243034102], ""type"": ""Point""}","-27.57355243034102, 152.94162407656745"
5708,11274.0,Westcott St,MARKHAM ST,Sanananda St,504906.0,6941211.6,-27.653208,153.049738,DREWVALE,4 - Regular,Y,Easy,Medium,Easy,2023-03-07T11:00:00+10:00,"{""coordinates"": [153.0497446915518, -27.65319545628758], ""type"": ""Point""}","-27.65319545628758, 153.0497446915518"
5709,11275.0,Westcott St,TRINITY WAY,,504831.2,6941207.3,-27.653248,153.04898,DREWVALE,4 - Regular,Y,Easy,Medium,Easy,2023-03-07T11:00:00+10:00,"{""coordinates"": [153.0489863615167, -27.653234545524462], ""type"": ""Point""}","-27.653234545524462, 153.0489863615167"
5710,11276.0,Lockyer Place,MACQUARIE WAY,,505215.0,6941124.4,-27.653995,153.052872,DREWVALE,4 - Regular,Y,Easy,Easy,Easy,2023-03-07T11:00:00+10:00,"{""coordinates"": [153.05287781494516, -27.65398151681348], ""type"": ""Point""}","-27.65398151681348, 153.05287781494516"
5711,11277.0,Lockyer Place,MACQUARIE WAY,,505242.5,6941117.1,-27.65406,153.053151,DREWVALE,2 - Intermediate,Y,Easy,Easy,Medium,2023-02-08T11:00:00+10:00,"{""coordinates"": [153.0531566529438, -27.654047312779984], ""type"": ""Point""}","-27.654047312779984, 153.0531566529438"
5712,11278.0,Buckley Drive,MACQUARIE WAY,,505610.1,6941085.7,-27.654343,153.056878,DREWVALE,4 - Regular,Y,Easy,Hard,Easy,2023-03-07T11:00:00+10:00,"{""coordinates"": [153.0568836794015, -27.654329305435105], ""type"": ""Point""}","-27.654329305435105, 153.0568836794015"
5713,11279.0,Buckley Dr,BUCKLEY DR,,505610.0,6941111.3,-27.654111,153.056877,DREWVALE,2 - Intermediate,Y,Easy,Hard,Medium,2023-02-08T11:00:00+10:00,"{""coordinates"": [153.05688254600523, -27.65409819556523], ""type"": ""Point""}","-27.65409819556523, 153.05688254600523"
5714,11280.0,Aspen Street,SCRUB RD,,511626.2,6954668.0,-27.531685,153.117741,CARINDALE,2 - Intermediate,Y,Easy,Medium,Medium,2018-01-31T11:00:00+10:00,"{""coordinates"": [153.1177464197034, -27.531672438874345], ""type"": ""Point""}","-27.531672438874345, 153.1177464197034"
5715,11281.0,Macquarie Way,WEMBLEY RD,,506735.0,6941303.2,-27.652374,153.068281,DREWVALE,4 - Regular,N,Hard,Hard,Hard,,"{""coordinates"": [153.06828718582108, -27.652360623948965], ""type"": ""Point""}","-27.652360623948965, 153.06828718582108"
5716,11282.0,Kirra Place,SCRUB RD,Kirra Pl,511402.2,6954938.9,-27.529241,153.11547,CARINDALE,4 - Regular,Y,Easy,Easy,Medium,2017-08-02T12:00:00+10:00,"{""coordinates"": [153.11547538431125, -27.529228684937255], ""type"": ""Point""}","-27.529228684937255, 153.11547538431125"
5717,11283.0,Talavera,WINSTANLEY ST,,511104.1,6957174.0,-27.509066,153.11243,CARINDALE,5 - District,N,Hard,Hard,Hard,,"{""coordinates"": [153.11243602992724, -27.50905288100507], ""type"": ""Point""}","-27.50905288100507, 153.11243602992724"
5718,11284.0,Edwards Park,SCRUB RD,,511123.9,6955321.5,-27.525789,153.112648,CARINDALE,4 - Regular,Y,Easy,Hard,Easy,2017-08-02T12:00:00+10:00,"{""coordinates"": [153.112653542118, -27.525776922904818], ""type"": ""Point""}","-27.525776922904818, 153.112653542118"
5719,11285.0,Edward Park (outbound),SCRUB RD,Cribb Rd,511145.1,6955321.1,-27.525793,153.112862,CARINDALE,4 - Regular,Y,Easy,Hard,Medium,2023-02-16T11:00:00+10:00,"{""coordinates"": [153.112868229819, -27.525780360019127], ""type"": ""Point""}","-27.525780360019127, 153.112868229819"
5720,11286.0,Talavera,WINSTANLEY ST,,511113.0,6957162.2,-27.509172,153.11252,CARINDALE,5 - District,N,Hard,Hard,Hard,,"{""coordinates"": [153.11252625143715, -27.509159337631395], ""type"": ""Point""}","-27.509159337631395, 153.11252625143715"
5721,11287.0,Kirra Place,SCRUB RD,Oakley St,511388.2,6955006.4,-27.528632,153.115327,CARINDALE,4 - Regular,Y,Easy,Medium,Easy,2017-08-02T12:00:00+10:00,"{""coordinates"": [153.11533297157072, -27.528619419694788], ""type"": ""Point""}","-27.528619419694788, 153.11533297157072"
5722,11289.0,Aspen St terminus,SCRUB RD,,511625.0,6954669.2,-27.531674,153.117728,CARINDALE,5 - District,N,Hard,Hard,Hard,,"{""coordinates"": [153.117734255591, -27.53166161569478], ""type"": ""Point""}","-27.53166161569478, 153.117734255591"
5723,11291.0,Boundary/Archerfield,BOUNDARY RD,,495799.5,6949585.1,-27.577616,152.957443,RICHLANDS,4 - Regular,N,Hard,Hard,Hard,,"{""coordinates"": [152.95744916823156, -27.57760356180288], ""type"": ""Point""}","-27.57760356180288, 152.95744916823156"
5724,11292.0,Blunder Rd Inala,BLUNDER RD,,498790.0,6947185.2,-27.599288,152.987739,DURACK,4 - Regular,Y,Easy,Easy,Easy,2022-11-24T11:00:00+10:00,"{""coordinates"": [152.9877446416777, -27.599275445864578], ""type"": ""Point""}","-27.599275445864578, 152.9877446416777"
5725,11294.0,Doolandella North,BLUNDER RD,,498803.8,6946334.8,-27.606966,152.987877,DOOLANDELLA,4 - Regular,Y,Easy,Easy,Easy,2023-03-20T11:00:00+10:00,"{""coordinates"": [152.98788363643942, -27.606952713167676], ""type"": ""Point""}","-27.606952713167676, 152.98788363643942"
5726,11295.0,Crossacres near Blunder,BLUNDER RD,,498580.6,6945669.0,-27.612977,152.985615,DOOLANDELLA,4 - Regular,N,Hard,Hard,Hard,,"{""coordinates"": [152.98562092460742, -27.612963211076718], ""type"": ""Point""}","-27.612963211076718, 152.98562092460742"
5727,11297.0,Liberty Dve,HANDFORD RD,,503970.4,6974977.0,-27.348379,153.040143,TAIGUM,2 - Intermediate,Y,Easy,Easy,Medium,2023-05-31T12:00:00+10:00,"{""coordinates"": [153.0401485564371, -27.348366286631308], ""type"": ""Point""}","-27.348366286631308, 153.0401485564371"
5728,11298.0,Hillbrook,JOSEPH BANKS AVE,,497674.2,6945820.2,-27.611609,152.976429,FOREST LAKE,4 - Regular,Y,Easy,Easy,Medium,2023-03-20T11:00:00+10:00,"{""coordinates"": [152.97643518857518, -27.61159694995719], ""type"": ""Point""}","-27.61159694995719, 152.97643518857518"
5729,11299.0,Hillbrook,JOSEPH BANKS AVE,,497728.9,6945821.5,-27.611598,152.976983,FOREST LAKE,3 - Regular with seat,Y,Easy,Easy,Easy,2018-11-23T11:00:00+10:00,"{""coordinates"": [152.97698954838583, -27.611585306915458], ""type"": ""Point""}","-27.611585306915458, 152.97698954838583"
5730,11309.0,TRAMWAY / MCGINN,TRAMWAY ST,Arbor St,493705.8,6968587.2,-27.406058,152.93633,FERNY GROVE,1 - Premium,N,Hard,Easy,Easy,,"{""coordinates"": [152.93633588915154, -27.406045327040474], ""type"": ""Point""}","-27.406045327040474, 152.93633588915154"
5731,11323.0,Liberty Dve,HANDFORD RD,,503986.5,6974962.8,-27.348507,153.040305,TAIGUM,2 - Intermediate,Y,Easy,Easy,Medium,2023-05-31T12:00:00+10:00,"{""coordinates"": [153.04031138092324, -27.348494439422975], ""type"": ""Point""}","-27.348494439422975, 153.04031138092324"
5732,11324.0,Grovelly Station,DAWSON PDE,Blaker Rd,496238.3,6968698.4,-27.405063,152.961948,KEPERRA,4 - Regular,N,Hard,Easy,Easy,,"{""coordinates"": [152.96195420380633, -27.405050750183932], ""type"": ""Point""}","-27.405050750183932, 152.96195420380633"
5733,11325.0,DAWSON / LINK,DAWSON PDE,Fergus St,496278.6,6968331.5,-27.408376,152.962355,KEPERRA,4 - Regular,Y,Easy,Easy,Medium,2023-03-21T11:00:00+10:00,"{""coordinates"": [152.9623607394143, -27.408363259557465], ""type"": ""Point""}","-27.408363259557465, 152.9623607394143"
5734,11328.0,Toombul Interchange,SANDGATE RD,,505942.9,6968343.1,-27.408263,153.060118,NUNDAH,Interchange,N,Hard,Hard,Hard,,"{""coordinates"": [153.06012375391114, -27.408250667337327], ""type"": ""Point""}","-27.408250667337327, 153.06012375391114"
5735,11329.0,Shorncliffe Railway Station,CURLEW ST,,507969.6,6977348.2,-27.326955,153.080561,SHORNCLIFFE,4 - Regular,N,Hard,Hard,Hard,,"{""coordinates"": [153.0805667398365, -27.326941263282407], ""type"": ""Point""}","-27.326941263282407, 153.0805667398365"
5736,11330.0,ADAMS / FINNIE,BLACKWOOD RD,,506269.5,6977154.4,-27.328713,153.063376,DEAGON,4 - Regular,Y,Easy,Easy,Easy,2022-10-20T12:00:00+10:00,"{""coordinates"": [153.063382286782, -27.32869977100662], ""type"": ""Point""}","-27.32869977100662, 153.063382286782"
5737,11333.0,St Flannans Beams Road,BEAMS RD,,503830.4,6974781.4,-27.350145,153.038727,ZILLMERE,2 - Intermediate,Y,Easy,Easy,Hard,2018-01-09T11:00:00+10:00,"{""coordinates"": [153.03873370851673, -27.350132591055424], ""type"": ""Point""}","-27.350132591055424, 153.03873370851673"
5738,11334.0,Caravan Park - 49,BEAMS RD,,504026.1,6974765.8,-27.350285,153.040707,TAIGUM,2 - Intermediate,Y,Easy,Medium,Medium,2017-06-20T12:00:00+10:00,"{""coordinates"": [153.04071240473755, -27.350272867596907], ""type"": ""Point""}","-27.350272867596907, 153.04071240473755"
5739,11335.0,St Flannans Beams Road,BEAMS RD,,503879.9,6974790.3,-27.350064,153.039228,TAIGUM,2 - Intermediate,Y,Easy,Medium,Easy,2022-12-09T11:00:00+10:00,"{""coordinates"": [153.03923415501265, -27.350052100962152], ""type"": ""Point""}","-27.350052100962152, 153.03923415501265"
5740,11340.0,ADAMS / ALBURY,ALBURY ST,,506255.4,6977190.4,-27.328388,153.063234,DEAGON,4 - Regular,N,Hard,Hard,Hard,,"{""coordinates"": [153.06323957043085, -27.32837482154761], ""type"": ""Point""}","-27.32837482154761, 153.06323957043085"
5741,11342.0,Waterstone OB,ILLAWEENA ST,,505194.4,6942734.1,-27.639462,153.052656,CALAMVALE,4 - Regular,Y,Easy,Easy,Easy,2023-03-07T11:00:00+10:00,"{""coordinates"": [153.05266200618297, -27.639449617546706], ""type"": ""Point""}","-27.639449617546706, 153.05266200618297"
5742,11343.0,Stretton Gardens,ILLAWEENA ST,,505489.0,6942661.2,-27.640119,153.055643,DREWVALE,2 - Intermediate,Y,Easy,Easy,Easy,2023-03-07T11:00:00+10:00,"{""coordinates"": [153.05564871841952, -27.640106575843276], ""type"": ""Point""}","-27.640106575843276, 153.05564871841952"
5743,11351.0,Veolia stop Caladium St @ Matthews Way,MATTHEWS WAY,,514541.2,6959342.4,-27.489458,153.147205,WAKERLEY,3 - Regular with seat,Y,Easy,Medium,Easy,2023-04-04T12:00:00+10:00,"{""coordinates"": [153.1472108472681, -27.48944426261321], ""type"": ""Point""}","-27.48944426261321, 153.1472108472681"
5744,11352.0,Veolia stop Caladium St f/s Isaacs Way,MURDOCK PL,,514571.2,6959417.8,-27.488775,153.147507,WAKERLEY,2 - Intermediate,Y,Easy,Medium,Easy,2019-05-13T12:00:00+10:00,"{""coordinates"": [153.14751363824578, -27.48876323485091], ""type"": ""Point""}","-27.48876323485091, 153.14751363824578"
5745,11353.0,Veolia stop Caladium St app Campbell St,CALADIUM ST,,514618.8,6959785.8,-27.485454,153.147985,WAKERLEY,5 - District,N,Hard,Easy,Easy,,"{""coordinates"": [153.1479910621056, -27.485440442577197], ""type"": ""Point""}","-27.485440442577197, 153.1479910621056"
5746,11354.0,Veolia stop Caladium St app Underwood St,CALADIUM ST,,514633.0,6959787.1,-27.485441,153.148128,WAKERLEY,3 - Regular with seat,Y,Easy,Easy,Easy,2022-10-06T12:00:00+10:00,"{""coordinates"": [153.14813479156118, -27.485428553381286], ""type"": ""Point""}","-27.485428553381286, 153.14813479156118"
5747,11355.0,Veolia stop Arenga St fs Williams St,ARENGA ST,,514905.8,6960252.1,-27.48124,153.150885,WAKERLEY,3 - Regular with seat,Y,Easy,Easy,Easy,,"{""coordinates"": [153.15089059761308, -27.481227595198348], ""type"": ""Point""}","-27.481227595198348, 153.15089059761308"
5748,11356.0,Veolia stop Arenga St app Basella St,IVY CRES,,514916.0,6960236.4,-27.481383,153.150988,WAKERLEY,3 - Regular with seat,Y,Easy,Easy,Hard,2022-10-06T12:00:00+10:00,"{""coordinates"": [153.1509940404761, -27.481369221977005], ""type"": ""Point""}","-27.481369221977005, 153.1509940404761"
5749,11357.0,Arenga St app Gordon St,LETITIA CL,,514949.8,6960503.4,-27.478972,153.151326,WAKERLEY,5 - District,N,Hard,Easy,Easy,,"{""coordinates"": [153.15133288820894, -27.478958389293002], ""type"": ""Point""}","-27.478958389293002, 153.15133288820894"
5750,11358.0,Veolia stop Arenga St app Gordon Cres,WILLIS ST,,514964.3,6960516.1,-27.478856,153.151473,WAKERLEY,2 - Intermediate,Y,Easy,Easy,Medium,2019-05-13T12:00:00+10:00,"{""coordinates"": [153.15147950481645, -27.47884357478018], ""type"": ""Point""}","-27.47884357478018, 153.15147950481645"
5751,11360.0,f/s Habitat,RED GUM CRES,,516447.8,6959611.9,-27.487003,153.166502,WAKERLEY,3 - Regular with seat,Y,Easy,Medium,Easy,2022-10-06T12:00:00+10:00,"{""coordinates"": [153.16650819428733, -27.48698948717194], ""type"": ""Point""}","-27.48698948717194, 153.16650819428733"
5752,11361.0,Gumdale St,GUMDALE ST,,516492.6,6959293.4,-27.489878,153.16696,WAKERLEY,3 - Regular with seat,Y,Easy,Easy,Easy,2022-10-06T12:00:00+10:00,"{""coordinates"": [153.16696604229398, -27.489864338773987], ""type"": ""Point""}","-27.489864338773987, 153.16696604229398"
5753,11362.0,GREENCAMP / HABITAT,GREENCAMP RD,,516493.8,6959691.2,-27.486287,153.166967,WAKERLEY,4 - Regular,Y,Easy,Easy,Easy,2022-10-06T12:00:00+10:00,"{""coordinates"": [153.16697277409617, -27.48627301463188], ""type"": ""Point""}","-27.48627301463188, 153.16697277409617"
5754,11385.0,Arenga St app Manly Rd,LEXEY CRES,,514990.9,6960750.0,-27.476745,153.151739,WAKERLEY,4 - Regular,Y,Easy,Easy,Easy,2022-10-06T12:00:00+10:00,"{""coordinates"": [153.15174586495502, -27.476731644667677], ""type"": ""Point""}","-27.476731644667677, 153.15174586495502"
5755,11386.0,Wondall Rd - Veolia 241 stop,WONDALL RD,,515176.3,6961827.0,-27.467019,153.153603,TINGALPA,5 - District,N,Hard,Hard,Hard,,"{""coordinates"": [153.1536090213445, -27.467006480020604], ""type"": ""Point""}","-27.467006480020604, 153.1536090213445"
5756,11387.0,Kianawah Rd Sth - Veolia 241 stop,WONDALL RD,,515015.8,6961656.1,-27.468564,153.15198,MANLY WEST,5 - District,N,Hard,Hard,Hard,,"{""coordinates"": [153.1519866829913, -27.468551140533876], ""type"": ""Point""}","-27.468551140533876, 153.1519866829913"
5757,11388.0,Church Quarrion,CHURCH RD,Quarrion St,504663.3,6975215.1,-27.346228,153.047148,TAIGUM,4 - Regular,Y,Easy,Easy,Easy,2023-03-31T12:00:00+10:00,"{""coordinates"": [153.0471531711296, -27.346214496792992], ""type"": ""Point""}","-27.346214496792992, 153.0471531711296"
5758,11389.0,Church Quarrion,CHURCH RD,Quarrion St,504670.0,6975343.4,-27.345068,153.047215,TAIGUM,4 - Regular,Y,Easy,Easy,Easy,2017-08-24T12:00:00+10:00,"{""coordinates"": [153.0472204189069, -27.34505616260249], ""type"": ""Point""}","-27.34505616260249, 153.0472204189069"
5759,11390.0,Roghan Lemke,JAGERA CRCT,Lemke Rd,504372.6,6975752.8,-27.341373,153.044207,TAIGUM,4 - Regular,Y,Easy,Easy,Easy,2017-08-03T12:00:00+10:00,"{""coordinates"": [153.0442121968586, -27.341361021265662], ""type"": ""Point""}","-27.341361021265662, 153.0442121968586"
5760,11391.0,Roghan Lemke,ROGHAN RD,Lemke Rd,504339.8,6975739.9,-27.34149,153.043874,TAIGUM,4 - Regular,Y,Easy,Easy,Easy,2023-02-06T11:00:00+10:00,"{""coordinates"": [153.0438806411089, -27.3414775889516], ""type"": ""Point""}","-27.3414775889516, 153.0438806411089"
5761,11392.0,Roghan Rd,ROGHAN RD,Caribou Cres,503583.1,6975882.2,-27.340208,153.036224,FITZGIBBON,4 - Regular,Y,Easy,Easy,Easy,2022-12-23T11:00:00+10:00,"{""coordinates"": [153.03623012564083, -27.340195074986546], ""type"": ""Point""}","-27.340195074986546, 153.03623012564083"
5762,11393.0,Roghan Road,ROGHAN RD,Caribou Cres,503564.1,6975863.1,-27.34038,153.036032,FITZGIBBON,4 - Regular,Y,Easy,Easy,Easy,2018-06-01T12:00:00+10:00,"{""coordinates"": [153.0360380970875, -27.340367562415928], ""type"": ""Point""}","-27.340367562415928, 153.0360380970875"
5763,11394.0,Lacey Highbridge,LACEY RD,,501573.4,6976377.3,-27.335742,153.015906,CARSELDINE,4 - Regular,Y,Easy,Easy,Easy,2023-03-08T11:00:00+10:00,"{""coordinates"": [153.0159120214648, -27.335729021787568], ""type"": ""Point""}","-27.335729021787568, 153.0159120214648"
5764,11401.0,West End State School,JANE ST,Bank St,500829.9,6960543.0,-27.478695,153.0084,WEST END,3 - Regular with seat,Y,Easy,Medium,Medium,2017-08-25T12:00:00+10:00,"{""coordinates"": [153.00840654459586, -27.478682854709064], ""type"": ""Point""}","-27.478682854709064, 153.00840654459586"
5765,11406.0,MCGINN - ARCHDALE,MCGINN RD,,493110.9,6968694.6,-27.405085,152.930313,FERNY GROVE,3 - Regular with seat,Y,Medium,Easy,Easy,,"{""coordinates"": [152.93031867887345, -27.4050728351151], ""type"": ""Point""}","-27.4050728351151, 152.93031867887345"
5766,11998.0,Spine St,SUMNERS RD,,493458.9,6951427.5,-27.560974,152.93374,SUMNER,4 - Regular,Y,Easy,Medium,Easy,2016-04-26T12:00:00+10:00,"{""coordinates"": [152.93374566728266, -27.56096135002746], ""type"": ""Point""}","-27.56096135002746, 152.93374566728266"
5767,12000.0,Sumner Tavern,SUMNERS RD,Spine St,493305.4,6951328.8,-27.561864,152.932184,SUMNER,2 - Intermediate,Y,Easy,Hard,Hard,2017-03-06T11:00:00+10:00,"{""coordinates"": [152.9321901886026, -27.561851649880126], ""type"": ""Point""}","-27.561851649880126, 152.9321901886026"
5768,12001.0,Sumner Tavern,SUMNERS RD,,493237.5,6951347.2,-27.561697,152.931497,JAMBOREE HEIGHTS,2 - Intermediate,N,Hard,Easy,Easy,,"{""coordinates"": [152.93150246981398, -27.561685199701017], ""type"": ""Point""}","-27.561685199701017, 152.93150246981398"
5769,12002.0,Brumby Circuit,SUMNERS RD,Brumby Cct,492654.9,6951280.0,-27.562301,152.925594,SUMNER,2 - Intermediate,Y,Easy,Easy,Easy,2017-02-07T11:00:00+10:00,"{""coordinates"": [152.92560037564303, -27.562288836419786], ""type"": ""Point""}","-27.562288836419786, 152.92560037564303"
5770,12003.0,Brumby Circuit,SUMNERS RD,Brumby Cct,492593.3,6951309.3,-27.562037,152.924971,MIDDLE PARK,4 - Regular,Y,Easy,Medium,Easy,2017-03-06T11:00:00+10:00,"{""coordinates"": [152.92497654974235, -27.562023984433885], ""type"": ""Point""}","-27.562023984433885, 152.92497654974235"
5771,12004.0,Tompkins Road,SUMNERS RD,Tomkins Rd,492066.8,6951375.1,-27.561439,152.919637,RIVERHILLS,3 - Regular with seat,Y,Easy,Medium,Easy,2017-03-06T11:00:00+10:00,"{""coordinates"": [152.91964356962933, -27.561426968200845], ""type"": ""Point""}","-27.561426968200845, 152.91964356962933"
