OBJECTID,HASTUS,DESCRIPTION,STREETNAME,NEAREST_CROSS_STREET,EASTING,NORTHING,LATITUDE,LONGITUDE,SUBURB,BUS_STOP_TYPE,TACTILE_GROUND_SURF_INDICAT_Y_N,BOARDING_POINT,ROAD_GRADIENT,CROSS_FALL,DATE_OF_LAST_AUDIT,geo_shape,geo_point_2d
3019,4412.0,Illaweena Street Beaudesert Road,BEAUDESERT RD,Illaweena St,504427.7,6942708.5,-27.639696,153.044884,CALAMVALE,2 - Intermediate,Y,Easy,Medium,Easy,2023-06-22T12:00:00+10:00,"{""coordinates"": [153.04489001184302, -27.63968346074792], ""type"": ""Point""}","-27.63968346074792, 153.04489001184302"
3020,4413.0,Parkside,GOWAN RD,Kameruka St,505848.0,6944243.3,-27.625835,153.059274,CALAMVALE,2 - Intermediate,Y,Easy,Hard,Easy,2017-06-12T12:00:00+10:00,"{""coordinates"": [153.05928025277805, -27.625822228908305], ""type"": ""Point""}","-27.625822228908305, 153.05928025277805"
3021,4414.0,Laurel Oak Drive - 90A,ALGESTER RD,Laurel Oak Dr,502952.9,6944344.3,-27.624933,153.02993,ALGESTER,3 - Regular with seat,Y,Easy,Easy,Medium,,"{""coordinates"": [153.02993581699582, -27.624919853870043], ""type"": ""Point""}","-27.624919853870043, 153.02993581699582"
3022,4415.0,Laurel Oak Drive - 90A,ALGESTER RD,Ridgewood Rd,502919.3,6944302.1,-27.625313,153.029589,ALGESTER,4 - Regular,Y,Medium,Easy,Easy,,"{""coordinates"": [153.02959535885194, -27.625300899488398], ""type"": ""Point""}","-27.625300899488398, 153.02959535885194"
3023,4416.0,Ridgewood Road - District Stop,RIDGEWOOD RD,,502798.9,6944286.2,-27.625457,153.028369,ALGESTER,5 - District,N,Hard,Hard,Hard,,"{""coordinates"": [153.02837504973604, -27.625444696086134], ""type"": ""Point""}","-27.625444696086134, 153.02837504973604"
3024,4417.0,Stafford Heights Rode Road,RODE RD,,501180.8,6970237.3,-27.391175,153.011943,CHERMSIDE WEST,2 - Intermediate,Y,Easy,Hard,Easy,2017-05-09T12:00:00+10:00,"{""coordinates"": [153.01194905154034, -27.39116211836071], ""type"": ""Point""}","-27.39116211836071, 153.01194905154034"
3025,4419.0,Stafford Heights Rode Road,RODE RD,,501072.7,6970235.4,-27.391192,153.010849,CHERMSIDE WEST,2 - Intermediate,Y,Easy,Hard,Hard,2017-05-09T12:00:00+10:00,"{""coordinates"": [153.0108556938022, -27.39117936093086], ""type"": ""Point""}","-27.39117936093086, 153.0108556938022"
3026,4421.0,Rode @ Tyrone - District Stop,RODE RD,,500799.3,6970288.8,-27.390709,153.008083,CHERMSIDE WEST,5 - District,N,Hard,Hard,Hard,,"{""coordinates"": [153.00809039968087, -27.39069744818078], ""type"": ""Point""}","-27.39069744818078, 153.00809039968087"
3027,4422.0,Rode @ Tyrone - District Stop,RODE RD,,500806.9,6970301.5,-27.390594,153.00816,CHERMSIDE WEST,5 - District,N,Hard,Hard,Hard,,"{""coordinates"": [153.00816725988895, -27.390582786942467], ""type"": ""Point""}","-27.390582786942467, 153.00816725988895"
3028,4424.0,Pickering Rail,PICKERING ST,Bellevue Av,498492.2,6967261.2,-27.418043,152.984746,GAYTHORNE,2 - Intermediate,Y,Easy,Medium,Easy,2016-09-07T12:00:00+10:00,"{""coordinates"": [152.9847519632026, -27.418030244056823], ""type"": ""Point""}","-27.418030244056823, 152.9847519632026"
3029,4425.0,Pickering Rail,PICKERING ST,Station Av,498472.5,6967250.4,-27.41814,152.984547,GAYTHORNE,2 - Intermediate,Y,Easy,Easy,Medium,2017-02-27T11:00:00+10:00,"{""coordinates"": [152.98455264906877, -27.41812772509994], ""type"": ""Point""}","-27.41812772509994, 152.98455264906877"
3030,4428.0,Risdon Street - 42,MAUNDRELL TCE,Ainsdale St,501152.6,6970412.0,-27.389598,153.011658,CHERMSIDE WEST,2 - Intermediate,Y,Medium,Easy,Easy,,"{""coordinates"": [153.0116636621502, -27.389584934704757], ""type"": ""Point""}","-27.389584934704757, 153.0116636621502"
3031,4429.0,Government Road - 75,GOVERNMENT RD,,495886.3,6947179.0,-27.599339,152.958315,RICHLANDS,5 - District,N,Medium,Medium,Easy,,"{""coordinates"": [152.9583203552674, -27.599325698005217], ""type"": ""Point""}","-27.599325698005217, 152.9583203552674"
3032,4431.0,Bamber Street - District Stop,BAMBER ST,,501259.5,6970377.5,-27.389908,153.012738,CHERMSIDE WEST,5 - District,N,Hard,Hard,Hard,,"{""coordinates"": [153.0127449046684, -27.389896309505758], ""type"": ""Point""}","-27.389896309505758, 153.0127449046684"
3033,4432.0,Chingford Street - District Stop,CHINGFORD ST,,501470.4,6970306.4,-27.390549,153.014871,CHERMSIDE WEST,5 - District,N,Hard,Hard,Hard,,"{""coordinates"": [153.01487807900327, -27.39053799604273], ""type"": ""Point""}","-27.39053799604273, 153.01487807900327"
3034,4434.0,RODE / CHERSTON,BLENHEIM ST,,501466.5,6970188.7,-27.391613,153.014833,CHERMSIDE WEST,5 - District,N,Hard,Easy,Hard,,"{""coordinates"": [153.01483877497583, -27.391600606599127], ""type"": ""Point""}","-27.391600606599127, 153.01483877497583"
3035,4436.0,Stafford Heights Appleby Road,APPLEBY RD,Maryland St,501116.0,6970094.5,-27.392464,153.011288,STAFFORD HEIGHTS,1 - Premium,Y,Easy,Easy,Medium,2017-04-18T12:00:00+10:00,"{""coordinates"": [153.01129377350347, -27.392451384195944], ""type"": ""Point""}","-27.392451384195944, 153.01129377350347"
3036,4437.0,Kitchener Road - 39,APPLEBY RD,,501051.1,6969729.8,-27.395756,153.010631,STAFFORD HEIGHTS,2 - Intermediate,Y,Easy,Medium,Medium,2023-02-13T11:00:00+10:00,"{""coordinates"": [153.0106376601859, -27.39574397926288], ""type"": ""Point""}","-27.39574397926288, 153.0106376601859"
3037,4438.0,Ringrose Street - 38,APPLEBY RD,Ringrose St,501000.6,6969456.5,-27.398224,153.010121,STAFFORD HEIGHTS,2 - Intermediate,Y,Medium,Easy,Easy,,"{""coordinates"": [153.0101270896943, -27.398211392545235], ""type"": ""Point""}","-27.398211392545235, 153.0101270896943"
3038,4439.0,Stafford Heights South Appleby Road,APPLEBY RD,Wilgarning St,500954.9,6969208.0,-27.400468,153.009659,STAFFORD HEIGHTS,2 - Intermediate,Y,Easy,Hard,Medium,2018-01-08T11:00:00+10:00,"{""coordinates"": [153.00966503007058, -27.40045490337626], ""type"": ""Point""}","-27.40045490337626, 153.00966503007058"
3039,4440.0,Redwood Street - 35,APPLEBY RD,Karbala St,500906.1,6968903.8,-27.403214,153.009165,STAFFORD,2 - Intermediate,Y,Medium,Hard,Hard,,"{""coordinates"": [153.00917163553422, -27.403201277866977], ""type"": ""Point""}","-27.403201277866977, 153.00917163553422"
3040,4441.0,Allowrie Street - 35,APPLEBY RD,Redwood St,500895.8,6968917.9,-27.403087,153.009061,STAFFORD,2 - Intermediate,Y,Easy,Hard,Hard,2017-04-18T12:00:00+10:00,"{""coordinates"": [153.00906743625066, -27.403073988792467], ""type"": ""Point""}","-27.403073988792467, 153.00906743625066"
3041,4443.0,Ringrose Street - 38,APPLEBY RD,,500987.9,6969459.3,-27.398198,153.009992,STAFFORD HEIGHTS,2 - Intermediate,N,Hard,Easy,Easy,,"{""coordinates"": [153.00999862724635, -27.398186123162706], ""type"": ""Point""}","-27.398186123162706, 153.00999862724635"
3042,4444.0,Kitchener Road - 39,APPLEBY RD,Giles St,501033.1,6969727.8,-27.395774,153.010449,STAFFORD HEIGHTS,2 - Intermediate,Y,Medium,Medium,Hard,,"{""coordinates"": [153.0104555963799, -27.39576204917172], ""type"": ""Point""}","-27.39576204917172, 153.0104555963799"
3043,4445.0,Maryland Street - 40,APPLEBY RD,,501083.9,6970005.1,-27.39327,153.010962,STAFFORD HEIGHTS,2 - Intermediate,N,Hard,Easy,Easy,,"{""coordinates"": [153.01096917914677, -27.393258521232813], ""type"": ""Point""}","-27.393258521232813, 153.01096917914677"
3044,4446.0,Stafford Heights Appleby Road,MAUNDRELL TCE,Eastbourne St,501123.5,6970294.8,-27.390656,153.011364,CHERMSIDE WEST,2 - Intermediate,Y,Medium,Medium,Easy,2017-05-09T12:00:00+10:00,"{""coordinates"": [153.01136944725408, -27.390643051430818], ""type"": ""Point""}","-27.390643051430818, 153.01136944725408"
3045,4447.0,Windorah Street - 31,STAFFORD RD,,501211.1,6968158.3,-27.409944,153.012252,STAFFORD,1 - Premium,Y,Hard,Hard,Hard,,"{""coordinates"": [153.0122575827257, -27.409931468597442], ""type"": ""Point""}","-27.409931468597442, 153.0122575827257"
3046,4448.0,CHUTER / TASMAN,CHUTER ST,,500825.5,6970198.9,-27.391522,153.008349,STAFFORD HEIGHTS,5 - District,N,Medium,Easy,Easy,,"{""coordinates"": [153.0083554549611, -27.391509058035716], ""type"": ""Point""}","-27.391509058035716, 153.0083554549611"
3047,4451.0,COLERIDGE / RUTHERFORD,COLERIDGE ST,,500894.6,6969991.4,-27.393395,153.009048,STAFFORD HEIGHTS,5 - District,N,Medium,Medium,Hard,,"{""coordinates"": [153.00905450982168, -27.393382343172714], ""type"": ""Point""}","-27.393382343172714, 153.00905450982168"
3048,4452.0,Colridge @ Tasman - District Stop,TASMAN ST,,501012.5,6969971.1,-27.393579,153.010241,STAFFORD HEIGHTS,5 - District,N,Hard,Hard,Hard,,"{""coordinates"": [153.01024703038277, -27.39356553105066], ""type"": ""Point""}","-27.39356553105066, 153.01024703038277"
3049,4455.0,FLOCKTON / ALDA,FLOCKTON ST,,500455.6,6969651.6,-27.396463,153.004608,STAFFORD HEIGHTS,5 - District,N,Medium,Medium,Hard,,"{""coordinates"": [153.00461435564313, -27.396450303917423], ""type"": ""Point""}","-27.396450303917423, 153.00461435564313"
3050,4457.0,Falkirk Street,REDWOOD ST,Falkirk St,500512.5,6969011.4,-27.402243,153.005184,STAFFORD HEIGHTS,3 - Regular with seat,Y,Easy,Easy,Medium,2023-02-13T11:00:00+10:00,"{""coordinates"": [153.0051901574864, -27.402230061225932], ""type"": ""Point""}","-27.402230061225932, 153.0051901574864"
3051,4458.0,Falkirk Street,REDWOOD ST,Falkirk St,500452.8,6969033.7,-27.402042,153.00458,STAFFORD HEIGHTS,2 - Intermediate,Y,Easy,Easy,Easy,2017-05-08T12:00:00+10:00,"{""coordinates"": [153.00458626337934, -27.402028756176428], ""type"": ""Point""}","-27.402028756176428, 153.00458626337934"
3052,4459.0,Kidgell Street - 38,ARMFIELD ST,Kidgell St,500137.5,6968973.5,-27.402585,153.001391,STAFFORD,3 - Regular with seat,Y,Easy,Easy,Medium,2017-02-21T11:00:00+10:00,"{""coordinates"": [153.00139690899576, -27.40257231436805], ""type"": ""Point""}","-27.40257231436805, 153.00139690899576"
3053,4460.0,Kidgell Street - 38,KIDGELL ST,Bertram St,500168.1,6968920.7,-27.403062,153.0017,STAFFORD,2 - Intermediate,N,Medium,Hard,Hard,,"{""coordinates"": [153.00170644660744, -27.40304899340994], ""type"": ""Point""}","-27.40304899340994, 153.00170644660744"
3054,4461.0,Jarvis Street,JARVIS ST,Appleby Rd,500886.8,6969173.9,-27.400775,153.00897,STAFFORD HEIGHTS,3 - Regular with seat,Y,Easy,Easy,Hard,2017-04-18T12:00:00+10:00,"{""coordinates"": [153.0089762112009, -27.400762806808014], ""type"": ""Point""}","-27.400762806808014, 153.0089762112009"
3055,4462.0,Jarvis Street,FARRANT ST,Gatwick St,500830.8,6969079.7,-27.401626,153.008403,STAFFORD HEIGHTS,3 - Regular with seat,Y,Easy,Hard,Easy,2017-04-18T12:00:00+10:00,"{""coordinates"": [153.00840982382434, -27.40161328702586], ""type"": ""Point""}","-27.40161328702586, 153.00840982382434"
3056,4463.0,Farrant Street,REDWOOD ST,Farrant St,500802.3,6968975.9,-27.402563,153.008115,STAFFORD HEIGHTS,3 - Regular with seat,Y,Easy,Medium,Medium,2017-05-08T12:00:00+10:00,"{""coordinates"": [153.0081216065477, -27.402550418500226], ""type"": ""Point""}","-27.402550418500226, 153.0081216065477"
3057,4464.0,Mumbil St Wilgarning Street,WILGARNING ST,Mumbil St,501490.4,6969041.2,-27.401973,153.015076,STAFFORD HEIGHTS,4 - Regular,Y,Easy,Medium,Easy,2017-04-18T12:00:00+10:00,"{""coordinates"": [153.01508191242368, -27.401960307136218], ""type"": ""Point""}","-27.401960307136218, 153.01508191242368"
3058,4465.0,Mumbil St Wilgarning Street,WILGARNING ST,Mumbil St,501504.4,6969043.0,-27.401957,153.015217,STAFFORD HEIGHTS,2 - Intermediate,N,Medium,Medium,Hard,,"{""coordinates"": [153.01522352462018, -27.40194404123348], ""type"": ""Point""}","-27.40194404123348, 153.01522352462018"
3059,4466.0,Euratha Street - 37,WILGARNING ST,Euratha St,501322.1,6969092.3,-27.401512,153.013373,STAFFORD HEIGHTS,3 - Regular with seat,Y,Easy,Medium,Hard,2017-04-18T12:00:00+10:00,"{""coordinates"": [153.013379449313, -27.40149914580538], ""type"": ""Point""}","-27.40149914580538, 153.013379449313"
3060,4467.0,Euratha Street - 37,WILGARNING ST,Euratha St,501316.8,6969103.1,-27.401414,153.01332,STAFFORD HEIGHTS,2 - Intermediate,N,Hard,Medium,Hard,,"{""coordinates"": [153.01332582668596, -27.401401647686708], ""type"": ""Point""}","-27.401401647686708, 153.01332582668596"
3061,4468.0,Kingaroy Street - 36,WILGARNING ST,Appleby Rd,500981.7,6969152.2,-27.400971,153.00993,STAFFORD HEIGHTS,3 - Regular with seat,Y,Easy,Hard,Hard,2017-04-18T12:00:00+10:00,"{""coordinates"": [153.0099361618202, -27.4009586511838], ""type"": ""Point""}","-27.4009586511838, 153.0099361618202"
3062,4469.0,Kingaroy Street - 36,WILGARNING ST,Kingaroy St,501007.3,6969157.9,-27.40092,153.010189,STAFFORD HEIGHTS,3 - Regular with seat,N,Medium,Hard,Medium,,"{""coordinates"": [153.01019510686106, -27.40090717248579], ""type"": ""Point""}","-27.40090717248579, 153.01019510686106"
3063,4470.0,Kitchener @ Salway - District Stop,KITCHENER RD,,501301.3,6969589.7,-27.397022,153.013162,STAFFORD HEIGHTS,5 - District,N,Hard,Hard,Hard,,"{""coordinates"": [153.01316852027816, -27.39700859835805], ""type"": ""Point""}","-27.39700859835805, 153.01316852027816"
3064,4472.0,Willowie Street - 30A,STAFFORD RD,Turrana St,501555.7,6968108.5,-27.410394,153.015738,STAFFORD,3 - Regular with seat,Y,Medium,Medium,Hard,,"{""coordinates"": [153.01574363429538, -27.410380716853485], ""type"": ""Point""}","-27.410380716853485, 153.01574363429538"
3065,4473.0,Stafford City,STAFFORD RD,Willowie St,501308.4,6967874.5,-27.412506,153.013236,STAFFORD,Interchange,Y,Medium,Easy,Medium,,"{""coordinates"": [153.01324217858573, -27.41249354371602], ""type"": ""Point""}","-27.41249354371602, 153.01324217858573"
3066,4475.0,Victor Street - 32,STAFFORD RD,Victor St,500888.2,6968206.7,-27.409507,153.008985,STAFFORD,3 - Regular with seat,Y,Easy,Easy,Medium,2023-03-22T11:00:00+10:00,"{""coordinates"": [153.00899107756166, -27.409494758510057], ""type"": ""Point""}","-27.409494758510057, 153.00899107756166"
3067,4476.0,Shand Street - 33,STAFFORD RD,Grice St,500700.9,6968240.3,-27.409204,153.00709,STAFFORD,3 - Regular with seat,N,Medium,Easy,Hard,,"{""coordinates"": [153.00709633105836, -27.409191524435762], ""type"": ""Point""}","-27.409191524435762, 153.00709633105836"
3068,4477.0,MacNaughton Street - 34,STAFFORD RD,Macnaughton St,500439.7,6968283.4,-27.408815,153.004448,STAFFORD,4 - Regular,N,Hard,Medium,Hard,,"{""coordinates"": [153.00445402299889, -27.40880252372296], ""type"": ""Point""}","-27.40880252372296, 153.00445402299889"
3069,4478.0,Cockle Street - 35,STAFFORD RD,Cockle St,500241.1,6968315.4,-27.408526,153.002439,STAFFORD,3 - Regular with seat,Y,Easy,Easy,Easy,2018-10-22T12:00:00+10:00,"{""coordinates"": [153.00244499119523, -27.408513674919636], ""type"": ""Point""}","-27.408513674919636, 153.00244499119523"
3070,4479.0,Sparkes Hill Shand Street,SHAND ST,Sheehy St,500722.8,6967933.8,-27.411971,153.007312,STAFFORD,2 - Intermediate,Y,Medium,Easy,Medium,2020-01-22T11:00:00+10:00,"{""coordinates"": [153.00731805270982, -27.411958615371937], ""type"": ""Point""}","-27.411958615371937, 153.00731805270982"
3071,4480.0,Sparkes Hill Shand Street,SHAND ST,Byth St,500731.7,6968086.9,-27.410589,153.007401,STAFFORD,2 - Intermediate,N,Medium,Medium,Hard,,"{""coordinates"": [153.00740799518456, -27.41057641380204], ""type"": ""Point""}","-27.41057641380204, 153.00740799518456"
3072,4481.0,Cockle Street - 35,STAFFORD RD,Ogden St,500314.2,6968322.7,-27.40846,153.003179,STAFFORD,2 - Intermediate,Y,Easy,Medium,Easy,2017-05-08T12:00:00+10:00,"{""coordinates"": [153.00318446254025, -27.40844775519645], ""type"": ""Point""}","-27.40844775519645, 153.00318446254025"
3073,4482.0,MacNaughton Street - 34,STAFFORD RD,Macnaughton St,500546.2,6968283.6,-27.408813,153.005525,STAFFORD,2 - Intermediate,Y,Easy,Medium,Medium,2023-03-22T11:00:00+10:00,"{""coordinates"": [153.00553137041638, -27.4088006796955], ""type"": ""Point""}","-27.4088006796955, 153.00553137041638"
3074,4483.0,Shand Street - 33,STAFFORD RD,Appleby Rd,500727.4,6968253.5,-27.409085,153.007359,STAFFORD,2 - Intermediate,Y,Medium,Easy,Medium,,"{""coordinates"": [153.00736439650106, -27.409072340074854], ""type"": ""Point""}","-27.409072340074854, 153.00736439650106"
3075,4484.0,Reuben Street - 33,APPLEBY RD,Harold St,500805.7,6968408.5,-27.407686,153.00815,STAFFORD,2 - Intermediate,Y,Easy,Medium,Medium,2023-03-22T11:00:00+10:00,"{""coordinates"": [153.00815637394933, -27.407672945380803], ""type"": ""Point""}","-27.407672945380803, 153.00815637394933"
3076,4485.0,Reuben Street - 33,APPLEBY RD,Harold St,500815.3,6968392.1,-27.407833,153.008248,STAFFORD,3 - Regular with seat,N,Hard,Easy,Easy,,"{""coordinates"": [153.00825349694992, -27.407821000030374], ""type"": ""Point""}","-27.407821000030374, 153.00825349694992"
3077,4486.0,Backford Street - 45,HAMILTON RD,Whites Rd,500913.5,6971188.0,-27.382592,153.009238,CHERMSIDE WEST,2 - Intermediate,Y,Easy,Medium,Easy,2017-05-16T12:00:00+10:00,"{""coordinates"": [153.00924477814718, -27.382579311450538], ""type"": ""Point""}","-27.382579311450538, 153.00924477814718"
3078,4487.0,Stafford North Appleby Road,APPLEBY RD,Minimine St,500873.1,6968708.8,-27.404974,153.008832,STAFFORD,2 - Intermediate,Y,Easy,Medium,Easy,2017-05-08T12:00:00+10:00,"{""coordinates"": [153.0088379661031, -27.404961773951314], ""type"": ""Point""}","-27.404961773951314, 153.0088379661031"
3079,4488.0,Stafford North Appleby Road,APPLEBY RD,,500865.2,6968747.4,-27.404626,153.008752,STAFFORD,2 - Intermediate,N,Hard,Easy,Easy,,"{""coordinates"": [153.00875802553986, -27.404613295329366], ""type"": ""Point""}","-27.404613295329366, 153.00875802553986"
3080,4490.0,Victor Street - 32,STAFFORD RD,Victor St,500987.3,6968213.4,-27.409447,153.009987,STAFFORD,2 - Intermediate,Y,Easy,Easy,Medium,2023-02-13T11:00:00+10:00,"{""coordinates"": [153.00999356792607, -27.409434202365464], ""type"": ""Point""}","-27.409434202365464, 153.00999356792607"
3081,4492.0,Willowie Street - 30A,STAFFORD RD,,501480.7,6968138.3,-27.410124,153.014978,STAFFORD,2 - Intermediate,N,Hard,Easy,Easy,,"{""coordinates"": [153.0149848918649, -27.410111763947967], ""type"": ""Point""}","-27.410111763947967, 153.0149848918649"
3082,4493.0,Dunedoo Street - 33,DUNEDOO ST,,501156.5,6968604.0,-27.405921,153.011699,STAFFORD,2 - Intermediate,N,Hard,Easy,Easy,,"{""coordinates"": [153.01170482358413, -27.405907705293107], ""type"": ""Point""}","-27.405907705293107, 153.01170482358413"
3083,4494.0,Dunedoo Street - 33,MINIMINE ST,Dunedoo St,501149.5,6968594.7,-27.406004,153.011628,STAFFORD,2 - Intermediate,Y,Easy,Hard,Easy,2023-02-14T11:00:00+10:00,"{""coordinates"": [153.01163402263484, -27.405991672279672], ""type"": ""Point""}","-27.405991672279672, 153.01163402263484"
3084,4495.0,Barokee Street - 32,MINIMINE ST,Barokee St,501405.0,6968597.0,-27.405983,153.014213,STAFFORD,3 - Regular with seat,Y,Easy,Hard,Easy,2017-04-18T12:00:00+10:00,"{""coordinates"": [153.0142185769471, -27.405970668548495], ""type"": ""Point""}","-27.405970668548495, 153.0142185769471"
3085,4496.0,Barokee Street - 32,MINIMINE ST,Barokee St,501450.1,6968600.9,-27.405948,153.014669,STAFFORD,2 - Intermediate,N,Hard,Hard,Hard,,"{""coordinates"": [153.01467478950988, -27.40593541187723], ""type"": ""Point""}","-27.40593541187723, 153.01467478950988"
3086,4498.0,Windorah Street - 31,STAFFORD RD,,501224.6,6968177.2,-27.409773,153.012388,STAFFORD,2 - Intermediate,Y,Easy,Easy,Medium,2017-04-18T12:00:00+10:00,"{""coordinates"": [153.01239413027926, -27.409760826076557], ""type"": ""Point""}","-27.409760826076557, 153.01239413027926"
3087,4499.0,Wulfrunian - 28,WEBSTER RD,Billabong St,501574.6,6967424.7,-27.416567,153.01593,STAFFORD,2 - Intermediate,Y,Easy,Easy,Easy,2017-02-27T11:00:00+10:00,"{""coordinates"": [153.01593571293557, -27.41655408422271], ""type"": ""Point""}","-27.41655408422271, 153.01593571293557"
3088,4500.0,Wulfrunian - 28,WEBSTER RD,Hayward St,501564.0,6967446.1,-27.416373,153.015822,STAFFORD,3 - Regular with seat,N,Medium,Easy,Easy,,"{""coordinates"": [153.01582844899667, -27.41636089596956], ""type"": ""Point""}","-27.41636089596956, 153.01582844899667"
3089,4501.0,Lindley Street - 29,WEBSTER RD,Lindley St,501606.9,6967758.0,-27.413558,153.016256,STAFFORD,2 - Intermediate,Y,Easy,Easy,Medium,2017-04-18T12:00:00+10:00,"{""coordinates"": [153.0162620404565, -27.41354499403738], ""type"": ""Point""}","-27.41354499403738, 153.0162620404565"
3090,4502.0,MORNINGTON / ROYAL,MORNINGTON ST,Longsight St,500828.2,6967498.3,-27.415903,153.008379,GRANGE,4 - Regular,N,Hard,Hard,Hard,,"{""coordinates"": [153.00838459910145, -27.415890276515142], ""type"": ""Point""}","-27.415890276515142, 153.00838459910145"
3091,4503.0,Chelford St app Royal Pde,CHELFORD ST,Royal Pde,500730.3,6967652.3,-27.414512,153.007388,ALDERLEY,4 - Regular,Y,Easy,Medium,Medium,,"{""coordinates"": [153.00739409314932, -27.414500011105524], ""type"": ""Point""}","-27.414500011105524, 153.00739409314932"
3092,4504.0,Rode Road - 41,WINDSOR ST,Rode Rd,505550.3,6969503.5,-27.397788,153.056141,NUNDAH,2 - Intermediate,Y,Easy,Easy,Easy,2017-05-02T12:00:00+10:00,"{""coordinates"": [153.0561469656066, -27.397776147691715], ""type"": ""Point""}","-27.397776147691715, 153.0561469656066"
3093,4505.0,Riverside - 25,OXLADE DR,Turner Av,504842.0,6961139.9,-27.473298,153.04901,NEW FARM,3 - Regular with seat,Y,Easy,Easy,Easy,2023-02-20T11:00:00+10:00,"{""coordinates"": [153.04901589174585, -27.473285684867406], ""type"": ""Point""}","-27.473285684867406, 153.04901589174585"
3094,4506.0,Lower Bowen Terrace - 19,OXLADE DR,Lower Bowen Tce,504911.4,6961238.6,-27.472407,153.049712,NEW FARM,3 - Regular with seat,N,Hard,Easy,Easy,,"{""coordinates"": [153.0497179461196, -27.472394374061498], ""type"": ""Point""}","-27.472394374061498, 153.0497179461196"
3095,4507.0,Oxlade Drive - 19,OXLADE DR,Brunswick St,505015.5,6961337.1,-27.471518,153.050765,NEW FARM,4 - Regular,Y,Easy,Easy,Medium,,"{""coordinates"": [153.050771211439, -27.471504737649372], ""type"": ""Point""}","-27.471504737649372, 153.050771211439"
3096,4508.0,Toombul Sandgate Road,SANDGATE RD,East West Arterial Rd,505916.1,6968336.2,-27.408326,153.059847,NUNDAH,2 - Intermediate,Y,Easy,Easy,Easy,2017-05-02T12:00:00+10:00,"{""coordinates"": [153.05985268179322, -27.40831307755454], ""type"": ""Point""}","-27.40831307755454, 153.05985268179322"
3097,4509.0,Parkview - 17,BRUNSWICK ST,Oxlade Dr,505036.8,6961415.8,-27.470807,153.050981,NEW FARM,3 - Regular with seat,Y,Easy,Medium,Easy,2018-03-12T11:00:00+10:00,"{""coordinates"": [153.0509864758124, -27.470794156536524], ""type"": ""Point""}","-27.470794156536524, 153.0509864758124"
3098,4510.0,Oxlade Drive - 17,BRUNSWICK ST,Oxlade Dr,505007.4,6961421.4,-27.470756,153.050683,NEW FARM,3 - Regular with seat,Y,Easy,Medium,Easy,2017-07-04T12:00:00+10:00,"{""coordinates"": [153.05068887795383, -27.470743708416187], ""type"": ""Point""}","-27.470743708416187, 153.05068887795383"
3099,4511.0,Bowls Club - 16,SYDNEY ST,,504898.5,6961534.8,-27.469733,153.04958,NEW FARM,3 - Regular with seat,Y,Easy,Medium,Easy,2018-03-12T11:00:00+10:00,"{""coordinates"": [153.04958617929577, -27.469720331534795], ""type"": ""Point""}","-27.469720331534795, 153.04958617929577"
3100,4512.0,Bowls Club - 16,BRUNSWICK ST,,504871.6,6961540.9,-27.469678,153.049308,NEW FARM,2 - Intermediate,Y,Easy,Easy,Easy,2018-03-12T11:00:00+10:00,"{""coordinates"": [153.04931388666466, -27.469665357461373], ""type"": ""Point""}","-27.469665357461373, 153.04931388666466"
3101,4513.0,Sydney Street - 15,SYDNEY ST,,504775.0,6961643.4,-27.468753,153.048329,NEW FARM,3 - Regular with seat,Y,Easy,Easy,Easy,2018-03-12T11:00:00+10:00,"{""coordinates"": [153.04833574749006, -27.468740331434198], ""type"": ""Point""}","-27.468740331434198, 153.04833574749006"
3102,4514.0,Sydney Street - 15,SYDNEY ST,,504760.2,6961637.6,-27.468806,153.04818,NEW FARM,2 - Intermediate,Y,Easy,Easy,Easy,2018-03-12T11:00:00+10:00,"{""coordinates"": [153.0481859734976, -27.46879274565515], ""type"": ""Point""}","-27.46879274565515, 153.0481859734976"
3103,4518.0,Story Bridge East - 6,MAIN ST,,503551.0,6961312.9,-27.47174,153.035942,KANGAROO POINT,2 - Intermediate,N,Hard,Easy,Easy,,"{""coordinates"": [153.0359481172843, -27.471727828429767], ""type"": ""Point""}","-27.471727828429767, 153.0359481172843"
3104,4519.0,Connor Street - 7/10,SHAFSTON AV,O'Connell St,503744.0,6960870.0,-27.475739,153.037897,KANGAROO POINT,2 - Intermediate,Y,Easy,Hard,Medium,2023-06-21T12:00:00+10:00,"{""coordinates"": [153.03790296833319, -27.47572580421397], ""type"": ""Point""}","-27.47572580421397, 153.03790296833319"
3105,4520.0,Stafford Heights South Appleby Road,APPLEBY RD,,500944.6,6969228.8,-27.40028,153.009554,STAFFORD HEIGHTS,2 - Intermediate,Y,Easy,Hard,Medium,2017-04-18T12:00:00+10:00,"{""coordinates"": [153.00956082760487, -27.400267126485964], ""type"": ""Point""}","-27.400267126485964, 153.00956082760487"
3106,4521.0,Salstone Street - 11,SHAFSTON AV,Wellington Rd,504062.7,6960564.1,-27.478499,153.041124,KANGAROO POINT,2 - Intermediate,Y,Easy,Easy,Easy,2016-09-08T12:00:00+10:00,"{""coordinates"": [153.04112988810672, -27.478486547586776], ""type"": ""Point""}","-27.478486547586776, 153.04112988810672"
